"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Lithuania","LTU","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.37941","19.88991","18.47854","19.11908","19.27702","","","","22.67744","24.01826","19.28705","20.47461","20.99424","20.57252","21.74303","21.20481","20.14574","23.56181","28.45486","28.98261","28.7617","29.6144","27.85941","20.5208","","","","",
"Luxembourg","LUX","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","3.64872","4.62176","5.28976","5.12247","","3.58459","2.8896","2.51061","1.99355","2.02827","1.87498","2.10234","1.76256","2.76613","","","4.00071","3.81433","3.78946","3.9812","","","","","","4.36386","4.43867","","","","","","","","","","","","","","","","0.11096","","12.64924","13.10114","","","","","",
"Latvia","LVA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.45015","14.26029","15.88595","16.74857","16.2608","15.62937","15.40785","13.87419","13.44828","","17.92301","18.59129","17.33077","13.95755","15.88385","20.47037","20.69326","19.45432","21.31183","22.0921","16.04117","","","","",
"Macao SAR, China","MAC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0765","28.35052","28.35738","","40.18769","41.1093","44.62507","45.60613","41.01877","36.85601","36.63607","33.28335","48.4117","59.53244","68.13506","44.93769","42.72576","42.19713","39.27335","37.12156","","","",
"St. Martin (French part)","MAF","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","8.28257","10.11158","13.90938","16.67284","15.15731","12.22315","16.31356","17.2673","18.60683","19.64937","19.23627","16.81664","17.50032","19.31538","19.21848","21.96687","16.30905","18.28877","18.09689","","17.58079","","16.93068","","","16.31298","17.1396","","","","","","","","","","20.18324","","","","","","","","","","","",
"Monaco","MCO","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","0","","2.45392","","","","","","","4.36853","","","","","","","","","","","","","","","","",
"Moldova","MDA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.51217","","","","","","","","","","19.41539","19.51028","18.64535","18.05868","17.97629","18.17431","17.56312","","17.1947","","16.22238","14.73902","11.90064","","",
"Madagascar","MDG","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","28.26116","7.07126","10.59844","13.77322","16.33646","19.52576","","26.26746","35.95222","30.26092","32.25552","29.51693","27.00526","27.89809","","","","","","","","24.62626","","","","21.06469","17.16067","","","","","","","10.08655","12.88935","12.74656","15.36154","15.38791","","13.47785","15.19973","","","0.00634","0.00583","0.0058","","","",
"Maldives","MDV","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.47701","7.25876","4.37104","12.08232","14.21845","12.8541","12.74716","20.58919","","","","",
"Middle East & North Africa","MEA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","19.85286","25.67568","28.71532","","","25.63638","23.784965","23.30029","22.617775","20.903915","","","","","19.262875","","","","19.25468","","","22.50215","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.20508","16.39076","16.90971","15.27725","","20.04464","18.34521","","","20.18843","20.64129","","14.50125","19.61567","16.8584","17.39438","17.45499","17.19888","18.47466","18.86044","20.00251","19.6634","18.12508","19.46464","22.09098","21.32413","21.47549","21.091","","","","",
"Marshall Islands","MHL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.70266","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.152155","17.1275","17.75958","18.289535","17.72644","","","","","","","",
"North Macedonia","MKD","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.79671","19.92031","21.93452","22.34139","22.14278","","","","","","15.01055","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","24.4591","","24.81494","15.99496","18.89562","","","","13.61301","","","","","","","","","","","","14.63121","14.6309","","","","","","","","","16.05913","15.82133","20.74022","23.25758","20.34201","19.03471","21.58739","20.77456","21.74443","17.28712","","","",
"Malta","MLT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","13.9723","17.07929","15.7061","14.38799","13.88239","13.38954","11.80841","13.5074","10.47066","","9.55229","10.03374","8.30042","8.73457","8.48254","7.69626","9.02256","10.17709","13.80534","18.53882","22.04528","18.93309","","","","","","18.24749","","","","20.58271","","11.01739","","","15.11314","17.69382","21.85423","22.81373","13.90459","22.17254","19.24958","19.26899","25.33087","","","","","",
"Myanmar","MMR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","20.35749","16.99026","","13.6727","12.63692","11.34362","12.17642","","","","","","","","","","","","","","","","","22.58575","","","","","","","","","","","","","","","","19.11895","","","","","","11.27985","14.7764","14.62929","",
"Middle East & North Africa (excluding high income)","MNA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","29.9504","","","25.703755","","22.03532","","","","","","","21.55531","","","","","","","24.33294","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.93198","","","","","15.45912","","18.43274","","","","","","6.68271","3.82765","19.55295","16.41355","14.28698","11.44633","10.96171","6.40868","","","",
"Northern Mariana Islands","MNP","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.40387","","","","","","","12.13972","","","","","","12.18158","13.69089","","","","","","","",
"Mauritania","MRT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.71313","","14.06839","","","","","","","","","16.71993","","18.79216","12.82711","12.23829","11.58006","","","17.73177","","","","",
"Mauritius","MUS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","11.17963","8.80353","7.40764","","10.96477","","14.40881","8.78178","","","7.30574","7.59574","6.72156","7.05521","6.51907","5.37226","5.71144","7.43573","6.77311","7.44146","18.15358","","","","","","","","","","12.69113","15.55086","14.78596","13.98346","11.34756","10.32953","","10.20813","12.5316","9.36454","7.96286","7.85019","8.02222","7.05953","6.82223","6.35365","5.86204","6.42423","","",
"Malawi","MWI","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","19.84246","29.81893","33.13353","29.65204","25.42875","22.95223","","","","","","","","","","29.15079","33.76259","30.68551","15.90522","17.27309","","","","","27.08201","17.7438","","","15.01656","15.64858","15.25315","","","","","","","","","29.7982","26.63025","","28.35581","21.54824","24.20894","23.10647","","","","",
"Malaysia","MYS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","11.31444","","","","","","","","13.92735","14.77585","15.5598","15.96446","","16.59181","17.96863","18.0641","17.36734","","","","","21.43599","17.97879","18.12548","20.00828","23.81296","29.03226","","","32.06252","34.25096","33.2994","34.98647","33.44521","","36.13291","33.02901","","35.94429","34.45404","36.96771","28.4681","30.50736","","","23.3901","20.9924","21.34708","","",
"North America","NAC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","31.36184","31.36655","31.12949","30.71697","31.43102","31.438","29.61135","29.07323","30.57821","29.79349","29.90282","29.37821","30.06431","30.931","30.52069","31.02303","30.89166","30.8411","31.69809","31.81251","28.13155","30.75022","27.7808","34.57579","35.26796","","","31.00068","","","","","","","","","36.81221","34.44431","36.06861","35.38945","35.5994","","27.22716","27.50228","","","","","","",
"Namibia","NAM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.03729","11.96086","11.96086","8.66205","9.10738","","","13.1036","","9.90603","","23.08555","","","","50.60062","","","","","","",
"New Caledonia","NCL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","2.48802","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","8.96554","10.46671","9.41121","9.89743","12.56922","14.36983","17.61433","16.26539","13.91832","13.50337","21.48255","23.25724","","","",
"Nigeria","NGA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","32.88228","43.06125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","10.95831","9.10402","","","","","","","","16.91981","15.79016","","24.7081","","20.37292","","","16.35072","","","","","","","","","","","","","","","","","","","","","","","26.04841","","","","","","","","","","",
"Netherlands","NLD","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","25.15416","25.90204","28.3126","27.36259","27.05249","28.64925","29.29199","29.98495","30.35244","30.48608","30.59395","30.05903","29.56016","30.07887","30.28846","29.00031","27.76032","31.97841","30.20054","","33.25415","32.59294","","31.19357","30.94039","30.11758","29.32645","","28.89228","","","","","","","","","","","","","","","","","30.12593","31.92546","","","","",
"Norway","NOR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","12.84064","12.52776","12.96296","14.33214","13.65817","15.24473","12.01247","","13.81203","13.86706","13.77118","13.77368","14.02596","14.08417","15.09756","14.99714","15.85419","15.80763","16.74169","24.86992","26.20186","26.2023","26.03689","27.45683","26.96226","26.50287","26.07482","27.10323","25.40111","26.42908","27.50263","30.39058","32.09416","32.36272","31.54551","31.94706","31.98681","30.43174","29.62594","29.89166","","26.61598","28.57301","25.905","26.72475","","","","",
"Nepal","NPL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.95528","18.44974","18.82241","11.94082","12.07163","10.28111","","","","","13.45753","11.98227","12.74599","11.76926","11.94124","11.34148","11.41365","10.79779","","","","","",
"Nauru","NRU","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","26.99332","26.19879","25.02254","28.83146","24.87298","24.07814","24.52916","30.6598","28.57231","28.02036","","27.21676","27.69819","29.32621","29.03862","30.94708","32.80784","","","","","26.76476","28.03113","27.25442","27.2554","","","","","","","","","","","","","","","","25.25779","24.94879","25.56619","23.73553","","","","",
"OECD members","OED","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","19.1723","19.705015","16.534475","","19.10145","19.44842","19.86338","20.600425","21.69845","19.785185","20.61349","19.505725","19.94489","20.02712","20.16751","19.188375","20.34452","20.68082","19.343455","20.37941","20.04464","20.20557","20.45308","","20.34507","20.02924","21.01969","21.09976","21.15071","20.72279","21.36875","21.76088","21.98008","22.59016","21.787465","22.09115","22.30329","23.381685","22.84717","23.81287","23.54937","24.129375","22.84284","","","","",
"Oman","OMN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","13.18136","11.17911","12.18495","9.53002","6.96041","6.27715","5.26066","5.25691","2.77326","2.70502","5.61293","7.04457","9.62201","9.78211","","9.46734","9.98881","","9.30688","7.63793","","","","26.88333","","","","","","","","","","","",
"Other small states","OSS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","13.38306","17.20517","22.2002","20.16288","","","","","","","","","13.55851","15.40078","14.60521","","","10.78263","","","","7.305115","","","","","","","","","19.09701","19.7054","19.26275","17.3814","22.86093","17.541065","","19.87099","21.82487","16.56769","16.314925","","16.56412","17.68809","","","","","","",
"Pakistan","PAK","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","18.27342","16.46012","18.1841","24.26624","17.85805","18.85294","18.40538","17.3648","19.2698","20.88837","17.58321","19.71341","20.20956","20.46594","19.26839","18.1811","20.09138","","15.73442","16.46105","17.63769","14.6991","15.94313","14.5341","13.86078","13.43173","11.88239","","","","","","","","","","","","","","","","32.23326","22.32371","22.78857","22.20075","22.11033","","","",
"Panama","PAN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","10.4238","11.69416","11.56957","14.70244","15.40633","13.98962","13.28639","13.77363","14.58145","14.49311","14.58082","17.79682","20.7027","20.40818","21.19972","20.98308","22.36654","25.22943","","","","","","","26.17144","23.16301","24.49212","26.7799","","26.12133","25.34727","26.45453","28.13009","","28.35409","","","","","","","22.24082","","","","","","","","","",
"Peru","PER","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","16.96947","","","","","","","","","","","","","","","","","","","","","","","18.76041","","20.34462","","","","12.37572","13.24595","13.88347","10.74968","14.42556","13.63151","15.70794","14.38184","13.82178","17.43478","18.05857","16.82477","14.22039","16.08268","16.97907","16.66902","15.77045","","",
"Philippines","PHL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","23.76222","","24.58705","22.76391","","","24.37069","","","","","","","","","16.28035","17.83157","14.88658","","","13.81636","13.73492","14.04549","13.18942","13.44938","13.28004","","10.60725","10.42069","11.95731","","","","","","","","","","","",
"Palau","PLW","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.65623","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","16.20947","","","","","40.42654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.89697","18.7789","17.44701","","14.57636","11.1425","","22.40185","16.41635","14.46334","15.69397","19.45415","19.14225","21.23072","21.76088","18.30544","19.00887","20.54401","21.021","22.77437","22.82327","23.38739","24.45544","24.09996","25.2831","22.84284","","","","",
"Pre-demographic dividend","PRE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.79216","16.1532","17.611505","21.03575","","","","","","","",
"Puerto Rico","PRI","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","23.3869","21.50012","22.20537","37.47438","33.3584","31.10545","29.9077","28.41108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.58278","36.77856","","","","","","",
"Korea, Dem. People's Rep.","PRK","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","11.59452","9.97524","11.28907","10.39427","","12.90576","12.0817","11.68775","11.87967","12.62888","13.20069","14.23351","14.6725","16.50741","17.42505","17.64969","18.36208","18.71233","16.41503","18.23476","16.39556","16.66402","18.42773","18.13371","","","18.66288","18.12878","18.39482","17.22855","18.03764","16.47826","18.12151","19.0438","22.67835","19.3389","18.5308","20.15411","19.69826","","16.98511","17.82687","18.30429","","","","","",
"Paraguay","PRY","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","21.26841","15.30425","","","","","","","","","","","","","","23.57369","","","","","25.76929","","","","","","","","","","17.27933","17.0771","16.46314","17.11378","15.91803","","","19.14574","","","18.53815","33.48379","22.39749","","","","23.32598","","","","",
"West Bank and Gaza","PSE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","18.92359","17.80791","17.64809","16.25732","19.44313","17.612555","16.664895","18.00243","19.41084","20.93651","","","","19.84031","20.27419","20.39868","","20.44396","20.68082","","19.583385","20.164175","20.497","21.45639","","21.94441","","","22.74113","22.57116","22.77336","22.8942","22.3288","25.18597","25.11732","23.70898","23.73705","23.56181","25.894355","25.794585","25.34026","25.27111","25.23977","23.91108","","","","",
"French Polynesia","PYF","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","6.86272","7.10883","2.58951","","","6.74711","9.62397","7.61042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.82471","","","","","23.9117","19.89271","19.71489","21.27618","23.20413","20.95031","26.33482","27.46122","28.28296","28.47491","27.68195","26.16289","","21.64806","21.16444","23.77858","","","","",
"Russian Federation","RUS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1142","17.318","17.02082","18.46549","18.30417","21.05642","21.89651","","23.11347","","","","21.15174","21.89587","","21.14236","21.60867","","","","",
"Rwanda","RWA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","14.78701","12.46783","14.75877","13.53751","10.4966","","","","","","16.37271","15.74984","16.49128","","","","","","","","","","","34.65164","","","","","","","25.41196","25.40973","","22.74969","18.43491","13.26898","14.0221","","20.85792","","","19.82273","","",
"South Asia","SAS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","18.1841","","17.08569","","","","20.701905","20.22869","16.93226","18.167065","18.92831","20.46594","17.30815","18.1811","19.2426","","","16.46105","12.4171","","","","","","","","17.54497","18.82241","","","10.28111","","","","","","15.84816","14.587105","11.76926","14.73352","21.12484","16.28867","17.668285","22.20075","","","","",
"Saudi Arabia","SAU","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","36.56608","36.15934","33.04263","34.12728","","","","","","","","","20.92857","21.77271","19.79734","19.43178","","16.94127","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","21.28138","","","","","","","","","","20.61263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.10106","","","","","","","21.97784","23.50002","","24.54635","26.05155","26.82413","28.08133","27.09486","33.58658","28.83961","32.10913","28.07454","","32.84079","","",
"Singapore","SGP","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","15.77897","16.69987","17.0644","18.0112","18.96901","21.67844","14.91662","15.04494","15.01792","15.87042","15.9244","24.38568","32.48239","","","","","34.03667","","","","","","","","","","","","","","","","","","","","32.59053","34.41669","35.0615","35.63068","38.03522","35.28406","","","","","","","",
"Solomon Islands","SLB","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.71485","20.82963","19.75814","19.63902","17.92992","23.21997","25.92508","30.73061","","52.14544","59.02014","46.3553","","",
"El Salvador","SLV","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","22.80476","","","","","","","","","","","","","","","","","","","","","","","8.80852","","6.71292","","7.21288","7.71088","","11.14956","9.7437","9.84755","","10.46343","12.2358","","7.70415","8.20535","8.00372","7.87045","8.02682","9.37147","9.17133","","",
"San Marino","SMR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","7.36229","","","","","","","","","","","","","","","","","10.79493","","15.43523","14.2165","13.58061","","","","","","","","","","","","","","9.75786","10.76105","","","","","","6.82856","","","",
"Somalia","SOM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","2.9004","1.47493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8493","27.30179","27.63834","29.08181","29.19053","29.1241","","","30.11539","28.90675","29.93024","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.869785","","19.69888","16.02238","18.3499","20.227775","21.02246","","","","","","",
"South Sudan","SSD","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.33762","","23.1356","24.68398","27.60846","50.43606","31.462","","","",
"Sub-Saharan Africa","SSF","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.869785","","19.69888","16.02238","18.3499","20.227775","21.02246","","","","","","",
"Small states","SST","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","14.845795","14.600585","","","","","","","","","20.39546","16.94574","17.85394","","","14.373235","14.563125","14.66749","","14.61023","","","","","","","","","19.55571","19.43087","17.0278","18.102855","22.46676","","","17.791525","21.0498","18.512075","19.79091","","17.6092","17.4903","","","","","","",
"Sao Tome and Principe","STP","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.12556","8.25518","9.60057","","","","","","",
"Suriname","SUR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.79946","16.13074","15.74074","16.74677","14.22986","16.61324","","17.914","18.37292","20.52919","20.16012","19.65736","23.41223","21.00133","23.67552","21.80985","21.52906","19.7819","19.62595","23.37085","23.97934","23.66714","22.99878","29.909","21.29603","","","","",
"Slovenia","SVN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.33235","19.60176","16.77559","19.03788","16.94913","","","","","","21.75964","22.05622","22.32808","22.66374","22.02685","21.76796","23.30836","23.29824","24.25137","24.04664","24.19965","21.23822","20.53375","19.76357","19.86943","19.74007","","","","",
"Sweden","SWE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","13.1355","10.97892","10.02024","","","","","","","","","21.68196","19.89712","21.73449","25.32159","","26.70113","27.20621","","26.13898","26.97612","27.18328","28.031","28.32068","28.86776","28.46181","27.5075","26.80146","26.41938","27.00642","28.09298","29.02195","29.07621","25.28107","25.42273","25.27111","24.91335","24.08663","","","","",
